$Q_DB(Class1), $Q_DB(Class2), $Q_DB, $R_DB(Class1), $R_DB(Class2), $R_DB, $U_DB(Class1), $U_DB(Class2), $U_DB, $X_DB(Class1), $X_DB(Class2), $X_DB, $Q_Disk1(Class1), $Q_Disk1(Class2), $Q_Disk1, $R_Disk1(Class1), $R_Disk1(Class2), $R_Disk1, $U_Disk1(Class1), $U_Disk1(Class2), $U_Disk1, $X_Disk1(Class1), $X_Disk1(Class2), $X_Disk1, $Q_Disk2(Class1), $Q_Disk2(Class2), $Q_Disk2, $R_Disk2(Class1), $R_Disk2(Class2), $R_Disk2, $U_Disk2(Class1), $U_Disk2(Class2), $U_Disk2, $X_Disk2(Class1), $X_Disk2(Class2), $X_Disk2, $Q_Disk3(Class1), $Q_Disk3(Class2), $Q_Disk3, $R_Disk3(Class1), $R_Disk3(Class2), $R_Disk3, $U_Disk3(Class1), $U_Disk3(Class2), $U_Disk3, $X_Disk3(Class1), $X_Disk3(Class2), $X_Disk3, $Q_Users(Class1), $Q_Users(Class2), $Q_Users, $R_Users(Class1), $R_Users(Class2), $R_Users, $U_Users(Class1), $U_Users(Class2), $U_Users, $X_Users(Class1), $X_Users(Class2), $X_Users, $Q_WS(Class1), $Q_WS(Class2), $Q_WS, $R_WS(Class1), $R_WS(Class2), $R_WS, $U_WS(Class1), $U_WS(Class2), $U_WS, $X_WS(Class1), $X_WS(Class2), $X_WS
0.035091, 0.222181, 0.257272, 0.0151246, 0.0300807, 0.00220881, 0.0278415, 0.177268, 0.20511, 27.8415, 88.6341, 116.476, 0.0407765, 0.129451, 0.170227, 0.0175751, 0.0175261, 0.00584594, 0.0348018, 0.110793, 0.145594, 6.96037, 22.1585, 29.1189, 0.0201352, 0.0640124, 0.0841475, 0.00867849, 0.00866651, 0.00433469, 0.018561, 0.0590894, 0.0776504, 4.64025, 14.7724, 19.4126, 0.0315392, 0.100189, 0.131728, 0.0135937, 0.0135644, 0.0045238, 0.0278415, 0.0886341, 0.116476, 6.96037, 22.1585, 29.1189, 4.64025, 36.9309, 41.5711, 2, 5, 4.2829, 4.64025, 36.9309, 41.5711, 2.32012, 7.38618, 9.7063, 15.2322, 12.5533, 27.7855, 6.56526, 1.69957, 0.477104, 0.556829, 0.443171, 1, 13.9207, 44.3171, 58.2378
