3.7 0.456573
11.1 0.111368
18.5 0.0884518
25.9 0.0704364
33.3 0.0568647
40.7 0.0447059
48.1 0.0359239
55.5 0.0285203
62.9 0.0227563
70.3 0.0182697
77.7 0.0146875
85.1 0.011912
92.5 0.00946243
99.9 0.00753828
107.3 0.00611433
114.7 0.00480489
122.1 0.00392745
129.5 0.00316284
136.9 0.0025195
144.3 0.00200078
